dam_name,other_dam_name,dam_former_name,state_or_fed_agency_id,nid_id,other_structure_id,longitude,latitude,section_township_range,county,stream_or_river,nearest_downstream_city,distance_to_nearest_city,owner_name,owner_type,dam_designer,non_fed_dam_on_fed_property,dam_type_nid,core,foundation,purposes,year_completed,year_modified,dam_length,dam_height,structural_height,hydraulic_height,nid_height,max_discharge,max_storage,normal_storage,nid_storage,surface_area,drainage_area,hazard,eap,eap_revision_date,inspection_date,inspection_frequency,condition_assessment,condition_assessment_detail,condition_assessment_date,spillway_type,spillway_width,outlet_gates,volume_of_dam,number_of_locks,lock_length,lock_width,permitting_authority,inspection_authority,enforcement_authority,state_jurisdictional_dam,state_regulated_dam,state_regulatory_agency,fed_agency_involvement_funding,fed_agency_involvement_design,fed_agency_involvement_construction,fed_agency_involvement_regulatory,fed_agency_involvement_inspection,fed_agency_involvement_operation,fed_agency_owner,fed_agency_involvement_other,source_agency,state,dam_number,status_code,island,classified_by,watershed_authority,tmk,tmk2,dam_type,spillway_size,spillway_protection,spillway_length,spillway_wall_height,outlet_type,spillway_control,ferc_status,ogee_present,outlet_access,outlet_max_discharge,outlet_control_location,outlet_size,staff_gage_level,upstream_slope_grade,upstream_protection,downstream_slope_grade,downstream_protection,water_body_type,hazard_analysis_date,certificate_to_impound_date,district_code,cong_rep_district,cong_rep,cong_rep_party,ferc_info,top_of_crest,spillway_crest,operating_level,dam_former_name_alt,classification_received_date,classification_date,section,classification_purpose,classification_comments,last_owner_om_inspection,last_outlet_inspection,phase_I_inspection,inspection_history,last_eap_audit,audit_comments,inundation_mapping,inundation_mapping_comments,loss_of_life_year_completed,population_at_risk,loss_of_life,loss_of_life_method,submit_date,url,condition_assessment_detail_alt,data_owner,permitting_agency,nid_owners,legal_quarter_4,number_separate_structures_alt,other_structure_id_alt,legal_quarter_3,legal_quarter_2,record_id,longitude_degrees,size_nid,hazard_nid,dam_status_description,spillway_type_nid,outlet_type_nid,watershed_description,access_surface_description,access_method_description,spillway_protection_description,upstream_protection_description,downstream_protection_description,annual_cert_year,added_state,added_year_data_refers_to,crest_elevation,coe_district,drainage_area_acres,fpp,low_level_release_facility,structure,ose_dam_file_no,land_name,basin,dike_length,latitude_minutes,latitude_seconds,longitude_minutes,longitude_seconds,spillway_type_1_description,spillway_type_2_description,latitude_degrees,eap_last_exercised,municipalities,annual_cert_date,eng_assess_date_received,id,st_ht,c_length,ac_conc,tbidmast_hpc,sw_max_cfs,npa,ac_dt,town,max_volume,state_defined_dam,drinking_water,comments,classification,2015_new_nid_entry,region,property_owner,geology_of_foundation,benchmark_location,om_onfile,om_date,hhreport_onfile,hhreport_date,stabilityreport_onfile,stabilityreport_date,legal_quarter_1,township,range2,owner_address,owner_city,owner_state,owner_zip,owner_physical_address,owner_physical_city,owner_physical_state,owner_physical_zip,owner_phone,owner_email,engineering_contact,engineering_phone,engineering_firm,engineering_firm_address,engineering_firm_city,engineering_firm_state,engineering_firm_zip,engineering_firm_email,reservoir_code,approval_date,inundation_mapping_year,ag_exempt,top_of_dam,top_of_principal_spillway,top_of_emergency_spillway,eap_year,first_contact_name,comment_2,dam_modification,secondary_purpose,classification_date_change,hazard_date,quadrangle_name,constructed_by,type_modify_repair,modify_repair_year,normal_freeboard,bottom_drain_operable,normal_pool_elev,normal_pool_capacity,max_impoundment_capacity,minimum_release_cfs,emergency_spillway_type,inspectors,next_inspection_date,non_date,nod_deadline_date,nod_resolved,nov_resolved,dso_date,dso_deadline,dso_resolved,addr_line_2,bottom_drain,ws_id,eng_data_id,class,notes,dam_id,hazard_potential,purpose_1_code,purpose_2_code,purpose_3_code,purpose_4_code,purpose_5_code,purpose_6_code,purpose_7_code,purpose_8_code,last_mod_type_code,acres,fema_req_ind,emergency_plan,other_id,long,quarter,range1,section_township_range_alt,code,core_certainty,foundation_certainty,federal_agency_owner,core_type,core_position,foundation_code,dam_key_seq_no,dam_popular_name,nat_dam_code,state_agency,reg_agency_insp_type,sufficiency_code,sufficiency_date,fd_name,n,q,federal_regulations,first_dam_at_site_year,wdid,div,wd,pm,q160,q40,utm_x,utm_y,location_accuracy,spillway_capactiy,outlet_description,outlet_capacity,overall_conditions,safe_storage,current_restrictions,primary_contact,assigned_to,more_information,location,f,r_n,rd,attention,ext,class_description,cert_type,dam_name_alt,lat_decimal,long_decimal,county_alt,legals,cert_expiration,pmt_type,pmt_date,pmt_exp,top_hgt,top_capacity,top_area,top_elevation,normal_pool_area,normal_pool_height,reg_no,ph1_rpt,ins_rcd_o,ins_rcd_e,pe_insp_by,acmp_by,coordinate_validated,da_sm,spillway_id,sdf_r,sdf_a,memo,classification_size,s_130,last_visit,pmp_6,pmp_12,pmp_24,pmp_selected,reason_for_inclusion,pool_volume,streambed_elevation,emergency_volume,emergency_area,emergency_elevation,river_class,contrib_area,principal_inlet,principal_length,emergency_spillway_construction,normal_depth,valve_type,valve_location,low_head_dam,low_level_rest_ext,low_level_rest_ext_install,embankment_volume,top_width,es_level_length,es_slope_length,es_percent_slope,drawdown_elevation,drawdown_area,drawdown_volume,streambed_area,streambed_volume,conduit_type,conduit_size,x_coord,y_coord,eap_date,atlas_number,state_reg_dam_51,state_reg_dam_52,state_reg_dam_53,state_reg_dam_54,state_reg_dam_5,dam_code,spillcrest_storage,Condition_Assessment_Date,FormattedMonth,FormattedDay,FormattedYear,meridian,is_statuatory_dam,is_active_dam,PermitNoUpdate_PermitNo,PermitNoUpdate_Suffix,SUB-DIST,eap_exercise_date,action,ALLDAMS.DIV,DIST,SubDiv,PhotoLink,PhotoYes,utmx,utmy,inspection_group,eap_comments,wmd,WMD_Permit_Number,Permit_,Enforcement_Actions_,F59,Shape,created_date,ID_NO2,OFFNAME2,Regulated2,D NAME,O NAME,CO,HY HT,MX AF,RIV STR,YR COMP,tblDmast_HPC,NAT_ID2,DAM_TYPE2,OD_NAME2,FD_NAME2,NR_CTY_TWN2,MI_CTY_TWN2,O_TYPE2,DESIGNER2,PRV_FED_LD2,PURPOSES2,YR_MOD2,STR_HEIGHT2,MAX_DISCHR2,NORM_STORG2,EMER_AC_PL2,INSP_FREQ2,STA_REG_DM2,STA_REG_AG2,SPLWY_TYPE2,SPLWY_WDTH2,OUTLT_GATE2,DAM_VOLUME2
KU TREE RESERVOIR,,,OA-0025,HI00025,,-157.981111,21.497567,,Honolulu,TR-KAUKONAHUA RIVER,WAHIAWA,3,"U.S. Army, Dept. Of Defense",F,,FALSE,RE,,,O,1925,,550,98,95,95,98,5600,1085,900,1085,32,0.83,High,TRUE,2018-06-29T14:37:00,11/3/15,5,POOR,,7/1/08,U,75.5,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Oahu,FALSE,Kiikii,2019-07-06T00:01:00,,Earthen,Intermediate,Concrete,0,0,Upstream Control in Tower,Uncontrolled,Weir,TRUE,,,Upstream,0,0,18,Dumped Rock,18,Vegetation,State Regulated Dam,6/1/09,,,,,,http://waterdata.usgs.gov/hi/nwis/uv/?site_no=16208400&PARAmeter_cd=00065,1085,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,I,H,Active,FALSE,,Kiikii,Unpaved,4x4,Concrete,Dumped Rock,Vegetation,Other,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KALOKO RESERVOIR,,,KA-0030,HI00030,,-159.379767,22.178132,,Kauai,KOLOKO DITCH,Kilauea,2.6,Mary N. Lucas Trust (Cassiday); Mary N. Lucas Trust (Taylor); Pflueger Properties,P,,FALSE,RE,,,I,1890,,915,27,46,44,27,,1400,1255,1400,38,0.12,High,TRUE,2018-05-20T06:22:00,4/12/16,5,POOR,,,N,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Kauai,FALSE,Kilauea,2019-05-01T00:02:00,2019-05-01T00:02:00,Earthen,Intermediate,,,,Downstream Control,,None Found,FALSE,,,18 Inch PVC Pipe in Tunnel at Left Abutment,18 Inch ,,,Vegetation,,Vegetation,State Regulated Dam,6/1/09,,,,,,http://waterdata.usgs.gov/hi/nwis/uv/?site_no=16094150&PARAmeter_cd=00065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RE,I,H,Active,FALSE,,Kilauea,,,,Vegetation,Vegetation,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAIKOLOA RESERVOIR NO. 1,WAIKOLOA 50 MG RESERVOIR 1,,HA-0040,HI00040,,-155.672468,20.03812,,Hawaii,WAIKOLOA-OFFSTREAM,WAIMEA,1,"Hawaii County, Department Of Water Supply",L,,FALSE,RE,,,S,1970,,1700,44,40,40,44,160,190,157,190,6.7,,High,TRUE,2017-10-04T00:00:00,4/10/18,5,POOR,,7/1/08,U,14,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Hawaii,FALSE,Waikoloa,2019-06-05T00:01:00,,Earthen,Intermediate,Concrete,0,2.5,Downstream Control,Uncontrolled,Channel,FALSE,Unknown,,Downstream,12 in.,23,30,Mowed Grass,27,Concrete,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,I,H,Active,FALSE,,Waikoloa,Paved,Car,Concrete,Mowed Grass,Concrete,Water Supply,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUALAPUU RESERVOIR,MOLOKAI RESERVOIR,,MO-0041,HI00041,,-157.044194,21.154668,,Maui,TR-KALUA PEELUA GULCH,HOOLEHUA PALAAU HOMESTEAD,1,"State of Hawaii, Dept of Agriculture; State of Hawaii, Dept of Agriculture-ARMD",S,,FALSE,RE,,,I,1969,,7100,57,58,54,57,700,5082,4265,5082,95,0.21,High,TRUE,2018-04-05T12:25:00,2/24/15,5,FAIR,,8/1/09,U,10,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Molokai,FALSE,Kaluapeelua,2019-05-02T00:12:00,,Earthen,Intermediate,Concrete,215,5,Mid-dam Control,Uncontrolled,Tunnel,TRUE,Walk,,Downstream,27 Inch Reduces to 24 Inch Butterfly Valve,0,18,Mowed Grass,24,Vegetation,State Regulated Dam,6/1/09,,,,,,http://hdoa.hawaii.gov/arm/irrigation-systems/moloka%ca%bbi-irrigation-system-water-level/,828.5,821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,I,H,Active,FALSE,S,Kaluapeelua,Unpaved,4x4 (wet conditions only),Concrete,Mowed Grass,Vegetation,Irrigation; Water Supply,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAIMEA 60 MG RESERVOIR,PUUKAPU RESERVOIR,,HA-0042,HI00042,,-155.62329,20.047138,,Hawaii,UPPER HAMAKUA DITCH,WAIMEA,2,"State of Hawaii, Dept of Agriculture; State of Hawaii, Dept of Agriculture-ARMD",S,,FALSE,RE,,,I,1957,,1070,50,52,49,50,,189,176,189,5.1,0.008,High,TRUE,2018-02-12T00:00:00,4/11/18,5,FAIR,,1/1/09,U,6,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Hawaii,FALSE,Wailoa,2019-06-04T00:02:00,,Earthen,Intermediate,Concrete,69,4,Downstream Control,Uncontrolled,Channel,TRUE,Walk,100,Downstream,24 in pipe,0,34,Dumped Rock,26,Dumped Rock,State Regulated Dam,6/1/09,,,,,,http://hdoa.hawaii.gov/arm/irrigation-systems/waimea-irrigation-system-water-level/,2978.1,2973.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,I,H,Active,FALSE,,Wailoa,Gravel,Car,Concrete,Dumped Rock,Dumped Rock,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUUKAPU WATERSHED RETARDING DAM R-1,PUUKAPU DAM,,HA-0043,HI00043,,-155.635369,20.023329,,Hawaii,LANIMAUMAU STREAM OFFSTREAM,WAIMEA KUHIO VILLAGE,1,"State of Hawaii, Dept of Hawaiian Home Lands; State of Hawaii, Dept of Land and Natural Resources; State of Hawaii, Dept of Land and Natural Resources-Land",S,,FALSE,RE,,,C,1965,,4340,12,12,10,12,2000,1450,,1450,185,3.05,High,TRUE,2014-12-22T00:00:00,4/12/18,5,SATISFACTORY,,2/1/09,U,163,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Hawaii,FALSE,Waikoloa,2019-06-04T00:31:00,2019-06-04T00:08:00,Earthen,Intermediate,Vegetation,200,5.5,,Uncontrolled,Channel,FALSE,,,6 Injection Wells,,0,19,Mowed Grass,19,Mowed Grass,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,I,H,Active,FALSE,,Waikoloa,Paved,Car,Vegetation,Mowed Grass,Mowed Grass,Flood Control,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAIKAMOI DAM NO. 2,,,MA-0046,HI00046,,-156.23033,20.807814,,Maui,WAIKAMOI STREAM,KAILUA,6,"Maui County, Dept of Water Supply",L,"Belt, Collins & Associates",FALSE,CN,,,S,1956,,98,34,35,33,34,,61,32,61,,2.43,Low,TRUE,2017-02-07T11:22:00,2/8/17,5,FAIR,,4/1/10,U,20,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Maui,FALSE,Waikamoi,2019-02-04T00:16:00,,Concrete,Small,Concrete,26,4,Upstream Control,Uncontrolled,Channel,FALSE,On Dam,,Upstream,2.5' x 2.5',0,90,Concrete,90,Concrete,State Regulated Dam,6/1/09,,,,,,,4324,4320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,CN,S,L,Active,FALSE,U,Waikamoi,Unpaved,Walk,Concrete,Concrete,Concrete,Water Supply,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIIHOLO 50 MG RESERVOIR,,,MA-0047,HI00047,,-156.273711,20.830033,,Maui,TR-MILIKO GULCH OFFSTREAM,KOKOMO,3,"Maui County, Dept of Water Supply",L,,FALSE,RE,,,S,1971,,1700,42,39,38,42,,166,162,166,7.25,0.011,High,TRUE,2017-02-07T10:23:00,2/15/17,5,SATISFACTORY,,8/1/10,U,1.5,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Maui,FALSE,Maliko,2019-02-04T00:16:00,,Earthen,Intermediate,Concrete,0,0,Downstream Control,Uncontrolled,Glory Hole,FALSE,Walk,,Downstream,Two Concrete Encased 24 Inch DIP,22.5,24.5,Concrete,30,Mowed Grass,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,I,H,Active,FALSE,,Maliko,Paved,Car,Concrete,Concrete,Mowed Grass,Water Supply,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLINDA RESERVOIR,,,MA-0048,HI00048,,-156.274932,20.798692,,Maui,KAILUA GULCH OFFSTREAM,Haleakala Homesteads,1,"Maui County, Dept of Water Supply",L,,FALSE,RE,,,S,1918,1933,220,42,42,41,42,,26.6,25.7,26.6,1,0.0016,High,TRUE,2017-02-07T10:57:00,2/8/17,5,FAIR,,7/1/10,N,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Maui,FALSE,Kailua Gulch,2019-02-03T00:06:00,,Earthen,Intermediate,,,,Mid-dam Control,,No Spillway,FALSE,Walk,,Crest,12 in,0,90,Grouted Riprap,65,Grouted Riprap,State Regulated Dam,6/1/09,,,,,,,4133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,I,H,Active,,S,Kailua Gulch,Gravel,4x4 (wet conditions only),,Grouted Riprap,Grouted Riprap,Water Supply,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEAIWA RESERVOIR,,,HA-0049,HI00049,,-155.499877,19.248499,,Hawaii,FED BY IRR. FLUME,MIDDLE & LOWER MOAULA CAMP,1,Edmund C. Olson Trust No. II (Olsen),P,,FALSE,RE,,,I,1920,,600,32,32,32,32,81,48,42.4,48,1.85,0.00294,High,TRUE,2006-06-01T00:00:00,4/13/18,5,POOR,,1/1/09,U,13,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Hawaii,FALSE,Pahala,2018-09-06T00:07:00,2018-09-06T00:07:00,Earthen,Small,Concrete,0,0,Downstream Control,Uncontrolled,Channel,FALSE,Walk,3.8,Downstream,12 Inch DIP,11,90,Concrete,24,Vegetation,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,,Pahala,Unpaved,4x4,Concrete,Concrete,Vegetation,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAWI NO. 5 RESERVOIR,,,HA-0051,HI00051,,-155.843758,20.247016,,Hawaii,FED BY IRRIGATION DITCH,HOEA CAMP,1,"Hualua Land LLC; State of Hawaii, Dept of Agriculture; State of Hawaii, Dept of Agriculture-ARMD",S,,FALSE,RE,,,O,1930,,1500,20,24,20,20,,55,55,55,10.6,,High,TRUE,2017-02-16T00:00:00,4/9/18,5,UNSATISFACTORY,,4/1/09,U,2,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Hawaii,FALSE,Hualua,2019-05-05T00:07:00,2019-05-05T00:07:00,Earthen,Small,Concrete,31,0,Controlled,Uncontrolled,Pipe,FALSE,Walk,,Upstream,12,0,28,Dumped Rock,25,Vegetation,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,,Hualua,Unpaved,4x4,Concrete,Dumped Rock,Vegetation,Other,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HORNER RESERVOIR,,,MA-0054,HI00054,,-156.648795,20.925222,,Maui,FED BY IRRIGATION DITCH,PUUKOLII,2,Kaanapali Land Management Corp. - Maui; Kaanapali Land Management Corp. - Oahu,P,,FALSE,RE,,,I,1926,,1100,70,37,34,70,34,88,71,88,5.9,0.06,High,TRUE,2012-04-19T00:00:00,11/23/16,5,POOR,,2/1/10,U,36,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Maui,FALSE,Wahikuli,2019-04-04T00:04:00,2019-04-04T00:04:00,Earthen,Small,Dumped Rock,78,5,Downstream Control,Uncontrolled,Channel,FALSE,Walk,,Downstream,See Notes,0,30,Ungrouted Riprap,34,Vegetation,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,,Wahikuli,Unpaved,4x4 (wet conditions only),Dumped Rock,Ungrouted Riprap,Vegetation,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HANAKAOO RESERVOIR,,,MA-0056,HI00056,,-156.648924,20.928707,,Maui,HONOKOWAI STREAM OFFSTREAM,PUUKOLII,2,Kaanapali Land Management Corp. - Maui; Kaanapali Land Management Corp. - Oahu,P,,FALSE,RE,,,I,1918,,740,27,30,30,27,7,30,25,30,2.4,0.01,High,TRUE,2012-04-18T00:00:00,11/23/16,5,POOR,,8/1/10,U,2,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Maui,FALSE,Wahikuli,2019-04-04T00:04:00,,Earthen,Small,,0,0,Downstream Control,Uncontrolled,Pipe,FALSE,Walk,,Downstream,20 Inch with 12 Inch PVC Puka Pipe Intake,0,26,Grouted Riprap,29,Bare Soil,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,,Wahikuli,Unpaved,4x4,,Grouted Riprap,Bare Soil,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
