dam_name,classification,other_dam_name,dam_former_name,state_or_fed_agency_id,nid_id,longitude,latitude,county,stream_or_river,nearest_downstream_city,fed_agency_owner,owner_type,dam_designer,non_fed_dam_on_fed_property,dam_type,core,foundation,purposes,year_completed,year_modified,dam_length,dam_height,structural_height,hydraulic_height,max_discharge,max_storage,normal_storage,surface_area,drainage_area_acres,hazard,eap,inspection_date,inspection_frequency,condition_assessment,condition_assessment_detail,condition_assessment_date,spillway_type,spillway_width,outlet_gates,volume_of_dam,number_of_locks,lock_length,lock_width,permitting_authority,inspection_authority,enforcement_authority,state_jurisdictional_dam,state_regulatory_agency,state,added_state,added_year_data_refers_to,cong_rep,cong_rep_district,cong_rep_party,eap_revision_date,distance_to_nearest_city,drainage_area,fed_agency_involvement_other,fed_agency_involvement_construction,fed_agency_involvement_design,fed_agency_involvement_funding,fed_agency_involvement_inspection,fed_agency_involvement_operation,fed_agency_involvement_regulatory,nid_height,nid_storage,other_structure_id,owner_name,section_township_range,source_agency,state_regulated_dam,submit_date,url,crest_elevation,dam_number,coe_district,fpp,low_level_release_facility,structure,watershed_authority,ose_dam_file_no,land_name,basin,dike_length,latitude_minutes,latitude_seconds,longitude_minutes,longitude_seconds,spillway_type_1_description,spillway_type_2_description,latitude_degrees,longitude_degrees,eap_last_exercised,municipalities,ferc_status,ferc_info,annual_cert_date,annual_cert_year,eng_assess_date_received,id,st_ht,c_length,ac_conc,tbidmast_hpc,sw_max_cfs,npa,ac_dt,status_code,town,max_volume,spillway_size,state_defined_dam,drinking_water,comments,2015_new_nid_entry,region,property_owner,geology_of_foundation,benchmark_location,classified_by,classification_received_date,classification_date,classification_purpose,classification_comments,last_owner_om_inspection,last_outlet_inspection,phase_I_inspection,inspection_history,last_eap_audit,audit_comments,inundation_mapping,inundation_mapping_comments,loss_of_life_year_completed,population_at_risk,loss_of_life,loss_of_life_method,permitting_agency,nid_owners,island,hazard_nid,spillway_type_nid,outlet_type_nid,district_code,tmk,tmk2,spillway_control,spillway_protection,spillway_length,spillway_wall_height,ogee_present,outlet_access,outlet_max_discharge,outlet_control_location,outlet_size,staff_gage_level,upstream_slope_grade,upstream_protection,downstream_slope_grade,downstream_protection,water_body_type,hazard_analysis_date,certificate_to_impound_date,top_of_crest,spillway_crest,operating_level,dam_former_name_alt,section,condition_assessment_detail_alt,data_owner,number_separate_structures_alt,other_structure_id_alt,outlet_type,record_id,dam_type_nid,size_nid,dam_status_description,watershed_description,access_surface_description,access_method_description,spillway_protection_description,upstream_protection_description,downstream_protection_description,om_onfile,om_date,hhreport_onfile,hhreport_date,stabilityreport_onfile,stabilityreport_date,legal_quarter_4,legal_quarter_3,legal_quarter_2,legal_quarter_1,township,range2,owner_address,owner_city,owner_state,owner_zip,owner_physical_address,owner_physical_city,owner_physical_state,owner_physical_zip,owner_phone,owner_email,engineering_contact,engineering_phone,engineering_firm,engineering_firm_address,engineering_firm_city,engineering_firm_state,engineering_firm_zip,engineering_firm_email,reservoir_code,approval_date,inundation_mapping_year,ag_exempt,top_of_dam,top_of_principal_spillway,top_of_emergency_spillway,eap_year,first_contact_name,comment_2,dam_modification,secondary_purpose,classification_date_change,hazard_date,quadrangle_name,constructed_by,type_modify_repair,modify_repair_year,normal_freeboard,bottom_drain_operable,normal_pool_elev,normal_pool_capacity,max_impoundment_capacity,minimum_release_cfs,emergency_spillway_type,inspectors,next_inspection_date,non_date,nod_deadline_date,nod_resolved,nov_resolved,dso_date,dso_deadline,dso_resolved,addr_line_2,bottom_drain,ws_id,eng_data_id,class,notes,dam_id,hazard_potential,purpose_1_code,purpose_2_code,purpose_3_code,purpose_4_code,purpose_5_code,purpose_6_code,purpose_7_code,purpose_8_code,last_mod_type_code,acres,fema_req_ind,emergency_plan,other_id,long,quarter,range1,section_township_range_alt,code,core_certainty,foundation_certainty,federal_agency_owner,core_type,core_position,foundation_code,dam_key_seq_no,dam_popular_name,nat_dam_code,state_agency,reg_agency_insp_type,sufficiency_code,sufficiency_date,fd_name,n,q,federal_regulations,first_dam_at_site_year,wdid,div,wd,pm,q160,q40,utm_x,utm_y,location_accuracy,spillway_capactiy,outlet_description,outlet_capacity,overall_conditions,safe_storage,current_restrictions,primary_contact,assigned_to,more_information,location,f,r_n,rd,attention,ext,class_description,cert_type,dam_name_alt,lat_decimal,long_decimal,county_alt,legals,cert_expiration,pmt_type,pmt_date,pmt_exp,top_hgt,top_capacity,top_area,top_elevation,normal_pool_area,normal_pool_height,reg_no,ph1_rpt,ins_rcd_o,ins_rcd_e,pe_insp_by,acmp_by,coordinate_validated,da_sm,spillway_id,sdf_r,sdf_a,memo,classification_size,s_130,last_visit,pmp_6,pmp_12,pmp_24,pmp_selected,reason_for_inclusion,pool_volume,streambed_elevation,emergency_volume,emergency_area,emergency_elevation,river_class,contrib_area,principal_inlet,principal_length,emergency_spillway_construction,normal_depth,valve_type,valve_location,low_head_dam,low_level_rest_ext,low_level_rest_ext_install,embankment_volume,top_width,es_level_length,es_slope_length,es_percent_slope,drawdown_elevation,drawdown_area,drawdown_volume,streambed_area,streambed_volume,conduit_type,conduit_size,x_coord,y_coord,eap_date,atlas_number,state_reg_dam_51,state_reg_dam_52,state_reg_dam_53,state_reg_dam_54,state_reg_dam_5,dam_code,spillcrest_storage,Condition_Assessment_Date,FormattedMonth,FormattedDay,FormattedYear,meridian,is_statuatory_dam,is_active_dam,PermitNoUpdate_PermitNo,PermitNoUpdate_Suffix,SUB-DIST,eap_exercise_date,action,ALLDAMS.DIV,DIST,SubDiv,PhotoLink,PhotoYes,utmx,utmy,inspection_group,eap_comments,wmd,WMD_Permit_Number,Permit_,Enforcement_Actions_,F59,Shape,created_date,ID_NO2,OFFNAME2,Regulated2,D NAME,O NAME,CO,HY HT,MX AF,RIV STR,YR COMP,tblDmast_HPC,NAT_ID2,DAM_TYPE2,OD_NAME2,FD_NAME2,NR_CTY_TWN2,MI_CTY_TWN2,O_TYPE2,DESIGNER2,PRV_FED_LD2,PURPOSES2,YR_MOD2,STR_HEIGHT2,MAX_DISCHR2,NORM_STORG2,EMER_AC_PL2,INSP_FREQ2,STA_REG_DM2,STA_REG_AG2,SPLWY_TYPE2,SPLWY_WDTH2,OUTLT_GATE2,DAM_VOLUME2
Boatwright Lake Dam,II,,,097-003-01289,GA04866,-83.443333,33.447222,McDuffie,DANLEY BRANCH,,"Hawley, Mary Trott",P,UNKNOWN,FALSE,RE,X,U,R,0,,296,13,0,,0,99,,5,1670,L,NR,,5,,,,C,2,S,,,,,TRUE,TRUE,TRUE,TRUE,,GA,GA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boneville Pond Dam,II,CAMELLIA LAKE DAM,,097-002-01288,GA02263,-82.438056,33.431667,McDuffie,BANEVILLE STREAM,,"Doughty, Dorothy",P,UNKNOWN,FALSE,RE,X,U,R,1920,,390,16,0,14,0,149,,12,1500,L,NR,,5,,,,C,2,S,,,,,TRUE,TRUE,TRUE,TRUE,,GA,GA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boone Knox Lake Dam,II,,,097-008-01324,GA04860,-82.500833,33.5325,McDuffie,UNKNOWN,,"Knox, Boone",P,UNKNOWN,FALSE,RE,X,U,R,1960,,405,23,0,,0,82,,9,,L,NR,,5,,,, U,24 INCHES,X,,,,,FALSE,TRUE,FALSE,TRUE,,GA,GA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bowdens Pond Dam # 1,II,,,097-014-01333,GA05401,-82.409722,33.328611,McDuffie,FORT CREEK,THOMPSON BRANCH ENVIRONS,Paul Bowden Estate,P,PAUL BOWDEN,FALSE,RE,X,U,R,1930,,1400,13,0,,0,219,120,20,0,L,NR,,5,,,, U,30 INCHES,X,,,,,FALSE,TRUE,FALSE,TRUE,,GA,GA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bowdens Pond Dam # 2,II,,,097-013-01334,GA02252,-82.400833,33.322222,McDuffie,FORT CREEK,,Paul Bowden Estate,P,PAUL BOWDEN,FALSE,RE,X,U,R,1930,,3100,14,0,,0,959,,132,0,L,NR,,5,,,, U,18 INCHES,X,,,,,FALSE,TRUE,FALSE,TRUE,,GA,GA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bowdens Pond Dam # 3,II,,,097-015-01335,GA04863,-82.408889,33.323611,McDuffie,FORT CREEK,,Paul Bowden Estate,P,PAUL BOWDEN,FALSE,RE,X,U,R,1930,,2200,14,0,,0,490,155,62,,L,NR,,5,,,, U,20 INCHES,X,,,,,FALSE,TRUE,FALSE,TRUE,,GA,GA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bowdens Pond Dam # 4,II,,,097-016-01336,GA04862,-82.407778,32.323611,McDuffie,FORT CREEK,,Paul Bowden Estate,P,PAUL BOWDEN,FALSE,RE,X,U,R,1930,,2100,9,0,,0,105,62,25,,L,NR,,5,,,, U,24 INCHES,X,,,,,FALSE,TRUE,FALSE,TRUE,,GA,GA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dearing # 09 Lake Dam,II,MCDUFFIE P.F.A. LAKE DAMS 5 WEST,,097-024-02817,GA02259,-82.421944,33.3875,McDuffie,FORT BRANCH,POPLAR HEAD (ENVIRONS),Georgia Game & Fish Division,S,MCGAHEE,FALSE,RE,X,U,o,1950,,610,14,0,,0,75,55,10,405,L,NR,,5,,,, U,24 INCHES,X,,,,,FALSE,TRUE,FALSE,TRUE,,GA,GA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dearing # 10 Lake Dam,II,MCDUFFIE P.F.A. LAKE DAM 4 W,,097-023-02816,GA02258,-82.425,33.383333,McDuffie,FORT BRANCH,POPLAR HEAD ENVIRONS,Georgia Game & Fish Division,S,MCGAHEE,FALSE,RE,X,U,o,1952,,330,22,0,,0,225,172,20,538,L,NR,,5,,,, U,30 INCHES,X,,,,,FALSE,TRUE,FALSE,TRUE,,GA,GA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dearing # 11 Lake Dam,II,MCDUFFIE P.F.A. LAKE DAM 4 E,,097-028-02821,GA02257,-82.415833,33.38,McDuffie,UNKNOWN,POPLAR HEAD (ENVIRONS),Georgia Game & Fish Division,S,MCGAHEE,FALSE,RE,X,U,o,1930,,835,18,0,21,0,269,200,25,540,L,NR,,5,,,, U,30 INCHES,X,,,,,TRUE,TRUE,TRUE,TRUE,,GA,GA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dearing # 12 Lake Dam,E,MCDUFFIE PUBLIC FISHING LAKE DAM 3 E,,097-027-02820,GA02256,-82.418611,33.378611,McDuffie,FORT BRANCH,POPLAR HEAD (ENVIRONS),Georgia Game & Fish Division,S,MCGAHEE,FALSE,RE,X,U,R,1950,,630,16,0,,0,69,39,7,560,L,NR,,5,,,, U,,X,,,,,FALSE,FALSE,FALSE,TRUE,,GA,GA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dearing # 13 Lake Dam,II,MCDUFFIE P. F. A. LAKE DAM 8 E,,097-031-02824,GA02255,-82.407222,33.383889,McDuffie,UNKNOWN,POPLAR HEAD (ENVIRONS),Georgia Game & Fish Division,S,MCGAHEE,FALSE,RE,X,U,R,1950,,650,18,0,,0,86,70,9,164,L,NR,,5,,,, U,,X,,,,,FALSE,TRUE,FALSE,TRUE,,GA,GA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dearing Number Lake Dam,II,MCDUFFIE P.F.A. LAKE DAM 2 E,,097-026-02819,GA02261,-82.42,33.376944,McDuffie,UNKNOWN,POPLAR HEAD (ENVIRONS),Georgia Game & Fish Division,S,MCGAHEE,FALSE,RE,X,U,R,1950,,555,18,0,,0,89,70,10,625,L,NR,,5,,,, U,6,X,,,,,TRUE,TRUE,TRUE,TRUE,,GA,GA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dudley Irrigation Lake Dam  #7,II,,,097-037-05210,GA06139,-82.520556,33.516667,McDuffie,,,"Dudley, Tommy",P,Uknown,FALSE,RE,X,U,O,0,,480,28,0,0,0,67,45,5,0,L,NR,,5,,,,C,"12""",Unkown,,,,,TRUE,TRUE,TRUE,TRUE,,GA,GA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dudley Irrigation Lake Dam # 10,II,,,097-041-05373,GA02251,-82.519861,33.513972,McDuffie,,,Dudley Nurseries,X,Uknown,FALSE,RE,X,U,O,0,,0,31,0,0,0,52,35,0,0,L,NR,,5,,,, U,36 INCHES,X,,,,,FALSE,TRUE,FALSE,TRUE,,GA,GA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dudley Irrigation Lake Dam # 8,II,,,097-038-05211,GA02240,-82.521944,33.516667,McDuffie,,,"Dudley, Tommy",P,Uknown,FALSE,RE,X,U,O,0,,210,16,0,0,0,223,172,17,0,L,NR,,5,,,, U,18 INCHES,X,,,,,FALSE,TRUE,FALSE,TRUE,,GA,GA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dudley Irrigation Pond (Lower),II,,,097-032-04301,GA04839,-82.510556,33.521389,McDuffie,UNKNOWN,,"R. A. Dudley Nuseries, Inc.",P,SCS,FALSE,RE,X,U,I,1983,,300,27,0,,0,66,44,5,150,L,NR,,5,,,, U,12 INCHES,X,,,,,FALSE,TRUE,FALSE,TRUE,,GA,GA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dudley Nurseries Lake Dam #9,II,,,097-039-05280,GA05630,-82.520278,33.514722,McDuffie,,,"Dailey Nurseries, Inc.",P,Uknown,FALSE,RE,X,U,O,0,,0,37,0,0,0,68,47,0,0,L,NR,,5,,,, U,,X,,,,,FALSE,FALSE,FALSE,TRUE,,GA,GA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
